,id,hostPort,isActive,rddBlocks,memoryUsed,diskUsed,totalCores,maxTasks,activeTasks,failedTasks,completedTasks,totalTasks,totalDuration,totalGCTime,totalInputBytes,totalShuffleRead,totalShuffleWrite,isBlacklisted,maxMemory,addTime,executorLogs,memoryMetrics,blacklistedInStages,app_id
295,1,tribarco7cm.gc18bd.tributos.local:32816,True,0,0,0,2,2,0,0,378,378,43379,597,0,9354,15283,False,3247335014,2021-12-17T12:06:10.008GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1200_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1200_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 3247335014, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
296,driver,tribarco7cm.gc18bd.tributos.local:33111,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2101975449,2021-12-17T12:04:16.571GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1199_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1199_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
297,3,tribarco7n03.gc18bd.tributos.local:39739,True,0,0,0,2,2,0,0,391,391,43185,1398,1057968,2973127,3544255,False,3247335014,2021-12-17T12:04:26.695GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1199_01_000004/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1199_01_000004/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 3247335014, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
298,2,tribarco7n03.gc18bd.tributos.local:46217,True,0,0,0,2,2,0,0,418,418,43965,2334,1586952,2685802,2114674,False,3247335014,2021-12-17T12:04:26.873GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1199_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1199_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 3247335014, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
299,1,tribarco7cm.gc18bd.tributos.local:43596,True,0,0,0,2,2,0,0,2,2,7452,386,528984,0,0,False,3247335014,2021-12-17T12:04:23.789GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1199_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1199_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 3247335014, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
300,driver,tribarco7n03.gc18bd.tributos.local:35602,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,956615884,2021-12-17T12:03:06.475GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1198_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1198_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 956615884, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
301,3,tribarco7cm.gc18bd.tributos.local:40477,True,0,0,0,2,2,0,0,0,0,0,0,0,0,0,False,2101975449,2021-12-17T12:03:17.280GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1198_01_000004/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1198_01_000004/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
302,2,tribarco7cm.gc18bd.tributos.local:37255,True,0,0,0,2,2,0,0,2,2,8123,443,0,1385506,1385506,False,2101975449,2021-12-17T12:03:17.431GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1198_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1198_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
303,1,tribarco7n03.gc18bd.tributos.local:33197,True,0,0,0,2,2,0,0,2,2,2291,91,0,59,59,False,2101975449,2021-12-17T12:03:11.532GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1198_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1198_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
304,driver,tribarco7n03.gc18bd.tributos.local:35341,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T11:28:44.139GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1197_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1197_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
305,1,tribarco7n03.gc18bd.tributos.local:37996,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T11:28:47.840GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1197_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1197_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
306,driver,tribarco7cm.gc18bd.tributos.local:44569,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T11:27:46.106GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1196_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1196_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
307,1,tribarco7n03.gc18bd.tributos.local:43915,True,0,0,0,1,1,0,0,10,10,7353,267,1760,1961,1961,False,384093388,2021-12-17T11:27:53.891GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1196_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1196_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
308,driver,tribarco7n03.gc18bd.tributos.local:40081,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T11:25:24.067GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1195_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1195_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
309,1,tribarco7cm.gc18bd.tributos.local,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,0,2021-12-17T11:25:33.681GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1195_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1195_01_000002/afiatc_proces/stderr?start=-4096'}",,[],application_1637600037062_1168
310,driver,tribarco7n03.gc18bd.tributos.local:34365,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T11:17:24.842GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1194_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1194_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
311,1,tribarco7cm.gc18bd.tributos.local:37728,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T11:17:35.265GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1194_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1194_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
312,driver,tribarco7n03.gc18bd.tributos.local:41964,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T11:12:17.721GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1193_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1193_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
313,1,tribarco7cm.gc18bd.tributos.local:42667,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T11:12:27.829GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1193_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1193_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
314,driver,tribarco7cm.gc18bd.tributos.local:38270,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T11:11:17.463GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1192_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1192_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
315,2,tribarco7n03.gc18bd.tributos.local:43668,True,0,0,0,1,1,0,0,51,51,8077,310,32536,8026,8026,False,384093388,2021-12-17T11:11:41.311GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1192_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1192_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
316,1,tribarco7cm.gc18bd.tributos.local:37925,True,0,0,0,1,1,0,0,22,22,11467,184,43104,2260,2260,False,384093388,2021-12-17T11:11:24.614GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1192_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1192_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
317,driver,tribarco7cm.gc18bd.tributos.local:35641,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T11:10:15.188GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1191_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1191_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
318,1,tribarco7n03.gc18bd.tributos.local:33227,True,0,0,0,1,1,0,0,10,10,6869,273,1760,1961,1961,False,384093388,2021-12-17T11:10:23.228GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1191_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1191_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
319,driver,tribarco7n03.gc18bd.tributos.local:42219,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T11:01:58.692GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1190_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1190_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
320,1,tribarco7n03.gc18bd.tributos.local:35593,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T11:02:02.770GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1190_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1190_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
321,driver,tribarco7n03.gc18bd.tributos.local:46590,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T10:40:29.048GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1189_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1189_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
322,1,tribarco7n03.gc18bd.tributos.local:39378,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T10:40:33.465GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1189_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1189_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
323,driver,tribarco7n03.gc18bd.tributos.local:35193,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T10:37:56.712GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1188_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1188_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
324,1,tribarco7cm.gc18bd.tributos.local,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,0,2021-12-17T10:38:06.661GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1188_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1188_01_000002/afiatc_proces/stderr?start=-4096'}",,[],application_1637600037062_1168
325,driver,tribarco7cm.gc18bd.tributos.local:41854,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T09:15:54.216GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1187_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1187_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
326,4,tribarco7cm.gc18bd.tributos.local:33120,True,0,0,0,1,1,0,1,0,1,32624,163,0,0,0,False,384093388,2021-12-17T09:18:07.625GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1187_01_000005/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1187_01_000005/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
327,driver,tribarco7n03.gc18bd.tributos.local:40890,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T09:10:50.852GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1186_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1186_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
